imenica	frekvencija	potvrđen_genitiv	padež	predlog	napomena
otrovanje	3	otrovanja	I jd	otrovanjem	
plenjenje	3	plenjenja	D/L jd	plenjenju	
plenjenje	3	plenjenja	I jd	plenjenjem	
proziranje	3	proziranja	D/L jd	proziranju	
proziranje	3	proziranja	I jd	proziranjem	
rasedanje	3	rasedanja	I jd	rasedanjem	
rodoskvrnuće	3	rodoskvrnuća	D/L jd	rodoskvrnuću	
rodoskvrnuće	3	rodoskvrnuća	I jd	rodoskvrnućem	
stakalce	3	stakalca	D/L jd	stakalcu	
stakalce	3	stakalca	I jd	stakalcem	
strnište	3	strništa	D/L jd	strništu	
strnište	3	strništa	I jd	strništem	
toptanje	3	toptanja	D/L jd	toptanju	
toptanje	3	toptanja	I jd	toptanjem	
usmrćivanje	3	usmrćivanja	D/L jd	usmrćivanju	
usmrćivanje	3	usmrćivanja	I jd	usmrćivanjem	
zapešće	3	zapešća	I jd	zapešćem	
šuljanje	3	šuljanja	D/L jd	šuljanju	
šuljanje	3	šuljanja	I jd	šuljanjem	
garište	2	garišta	I jd	garištem	
intrigiranje	2	intrigiranja	D/L jd	intrigiranju	
intrigiranje	2	intrigiranja	I jd	intrigiranjem	
ispričavanje	2	ispričavanja	D/L jd	ispričavanju	
ispričavanje	2	ispričavanja	I jd	ispričavanjem	
kampiranje	2	kampiranja	I jd	kampiranjem	
mekuštvo	2	mekuštva	D/L jd	mekuštvu	
mekuštvo	2	mekuštva	I jd	mekuštvom	
ogledavanje	2	ogledavanja	D/L jd	ogledavanju	
ogledavanje	2	ogledavanja	I jd	ogledavanjem	
sumračje	2	sumračja	I jd	sumračjem	
zapovedanje	2	zapovedanja	I jd	zapovedanjem	
balzamiranje	1	balzamiranja	D/L jd	balzamiranju	
balzamiranje	1	balzamiranja	I jd	balzamiranjem	
bijenale	1	bijenala	I jd	bijenalem	
kopkanje	1	kopkanja	D/L jd	kopkanju	
kopkanje	1	kopkanja	I jd	kopkanjem	
napregnuće	1	napregnuća	D/L jd	napregnuću	
napregnuće	1	napregnuća	I jd	napregnućem	
novačenje	1	novačenja	I jd	novačenjem	
optrčavanje	1	optrčavanja	D/L jd	optrčavanju	
optrčavanje	1	optrčavanja	I jd	optrčavanjem	
pomišljanje	1	pomišljanja	D/L jd	pomišljanju	
poselo	1	posela	I jd	poselom	
preslušanje	1	preslušanja	D/L jd	preslušanju	
preslušanje	1	preslušanja	I jd	preslušanjem	
prirođenje	1	prirođenja	D/L jd	prirođenju	
promaknuće	1	promaknuća	I jd	promaknućem	
riskiranje	1	riskiranja	D/L jd	riskiranju	
riskiranje	1	riskiranja	I jd	riskiranjem	
sagibanje	1	sagibanja	D/L jd	sagibanju	
sagibanje	1	sagibanja	I jd	sagibanjem	
uzrujavanje	1	uzrujavanja	D/L jd	uzrujavanju	
uzrujavanje	1	uzrujavanja	I jd	uzrujavanjem	
časništvo	1	časništva	D/L jd	časništvu	
časništvo	1	časništva	I jd	časništvom	
agitovanje	0	agitovanja	I jd	agitovanjem	
arilje	0	arilja	I jd	ariljem	
armadilo	0	armadila	D/L jd	armadilu	
armadilo	0	armadila	I jd	armadilom	
balavljenje	0	balavljenja	D/L jd	balavljenju	
balavljenje	0	balavljenja	I jd	balavljenjem	
balsamovanje	0	balsamovanja	D/L jd	balsamovanju	
balsamovanje	0	balsamovanja	I jd	balsamovanjem	
balzamovanje	0	balzamovanja	D/L jd	balzamovanju	
balzamovanje	0	balzamovanja	I jd	balzamovanjem	
barajevo	0	barajeva	I jd	barajevom	
bazanje	0	bazanja	I jd	bazanjem	
bekrijanje	0	bekrijanja	D/L jd	bekrijanju	
bekrijanje	0	bekrijanja	I jd	bekrijanjem	
belkanto	0	belkanta	D/L jd	belkantu	
belkanto	0	belkanta	I jd	belkantom	
blagočešće	0	blagočešća	D/L jd	blagočešću	
blagočešće	0	blagočešća	I jd	blagočešćem	
blatište	0	blatišta	I jd	blatištem	
bluđenje	0	bluđenja	D/L jd	bluđenju	
bluđenje	0	bluđenja	I jd	bluđenjem	
boksovanje	0	boksovanja	D/L jd	boksovanju	
boksovanje	0	boksovanja	I jd	boksovanjem	
bugojno	0	bugojna	I jd	bugojnom	
buktanje	0	buktanja	D/L jd	buktanju	
buktanje	0	buktanja	I jd	buktanjem	
bulažnjenje	0	bulažnjenja	D/L jd	bulažnjenju	
bulažnjenje	0	bulažnjenja	I jd	bulažnjenjem	
bunjenje	0	bunjenja	D/L jd	bunjenju	
bunjenje	0	bunjenja	I jd	bunjenjem	
cerenje	0	cerenja	D/L jd	cerenju	
cerenje	0	cerenja	I jd	cerenjem	
cifranje	0	cifranja	D/L jd	cifranju	
cifranje	0	cifranja	I jd	cifranjem	
dedinje	0	dedinja	I jd	dedinjem	
desetljeće	0	desetljeća	I jd	desetljećem	
detelište	0	detelišta	I jd	detelištem	
dinstanje	0	dinstanja	D/L jd	dinstanju	
dosluženje	0	dosluženja	I jd	dosluženjem	
doziđivanje	0	doziđivanja	D/L jd	doziđivanju	
doziđivanje	0	doziđivanja	I jd	doziđivanjem	
dočekanje	0	dočekanja	D/L jd	dočekanju	
držalje	0	držalja	I jd	držaljem	
dupence	0	dupenceta	D/L jd	dupencetu	proširena osnova
dupence	0	dupenceta	I jd	dupencetom	proširena osnova
džonjanje	0	džonjanja	D/L jd	džonjanju	
džonjanje	0	džonjanja	I jd	džonjanjem	
eksploatisanje	0	eksploatisanja	D/L jd	eksploatisanju	
eksploatisanje	0	eksploatisanja	I jd	eksploatisanjem	
flamenko	0	flamenka	D/L jd	flamenku	
flamenko	0	flamenka	I jd	flamenkom	
gatarstvo	0	gatarstva	D/L jd	gatarstvu	
gatarstvo	0	gatarstva	I jd	gatarstvom	
gestapo	0	gestapa	I jd	gestapom	
gizdanje	0	gizdanja	I jd	gizdanjem	
gloženje	0	gloženja	D/L jd	gloženju	
gloženje	0	gloženja	I jd	gloženjem	
gluvarenje	0	gluvarenja	I jd	gluvarenjem	
gnjilane	0	gnjilana	I jd	gnjilanem	
gorđenje	0	gorđenja	D/L jd	gorđenju	
gorđenje	0	gorđenja	I jd	gorđenjem	
gotovljenje	0	gotovljenja	I jd	gotovljenjem	
govance	0	govanceta	D/L jd	govancetu	proširena osnova
govance	0	govanceta	I jd	govancetom	proširena osnova
grabljenje	0	grabljenja	D/L jd	grabljenju	
grgutanje	0	grgutanja	D/L jd	grgutanju	
grgutanje	0	grgutanja	I jd	grgutanjem	
guano	0	guana	D/L jd	guanu	
guano	0	guana	I jd	guanom	
gusinje	0	gusinja	I jd	gusinjem	
gučevo	0	gučeva	I jd	gučevom	
gušanje	0	gušanja	I jd	gušanjem	
hajdukovanje	0	hajdukovanja	I jd	hajdukovanjem	
hlorisanje	0	hlorisanja	D/L jd	hlorisanju	
hlorisanje	0	hlorisanja	I jd	hlorisanjem	
homolje	0	homolja	I jd	homoljem	
iskradanje	0	iskradanja	D/L jd	iskradanju	
iskradanje	0	iskradanja	I jd	iskradanjem	
isleđenje	0	isleđenja	I jd	isleđenjem	
izbavljanje	0	izbavljanja	I jd	izbavljanjem	
izgonjenje	0	izgonjenja	D/L jd	izgonjenju	
izgonjenje	0	izgonjenja	I jd	izgonjenjem	
izlivanje	0	izlivanja	D/L jd	izlivanju	
izlječenje	0	izlječenja	I jd	izlječenjem	
iznurivanje	0	iznurivanja	D/L jd	iznurivanju	
iznurivanje	0	iznurivanja	I jd	iznurivanjem	
izronjavanje	0	izronjavanja	D/L jd	izronjavanju	
izronjavanje	0	izronjavanja	I jd	izronjavanjem	
izvrdavanje	0	izvrdavanja	I jd	izvrdavanjem	
jarinje	0	jarinja	I jd	jarinjem	
jeđenje	0	jeđenja	D/L jd	jeđenju	
jurenje	0	jurenja	D/L jd	jurenju	
jurenje	0	jurenja	I jd	jurenjem	
jurke	0	jurka	D/L jd	jurku	
jurke	0	jurka	I jd	jurkem	
kairo	0	kaira	I jd	kairom	
kapućino	0	kapućina	D/L jd	kapućinu	
kapućino	0	kapućina	I jd	kapućinom	
karanovo	0	karanova	D/L jd	karanovu	
karanovo	0	karanova	I jd	karanovom	
karavađo	0	karavađa	I jd	karavađem	
kasapljenje	0	kasapljenja	D/L jd	kasapljenju	
kasapljenje	0	kasapljenja	I jd	kasapljenjem	
katoličenje	0	katoličenja	I jd	katoličenjem	
kibicovanje	0	kibicovanja	D/L jd	kibicovanju	
kibicovanje	0	kibicovanja	I jd	kibicovanjem	
kinjenje	0	kinjenja	I jd	kinjenjem	
kinđurenje	0	kinđurenja	I jd	kinđurenjem	
kjoto	0	kjota	I jd	kjotom	
kladovo	0	kladova	I jd	kladovom	
koeljo	0	koelja	D/L jd	koelju	
koeljo	0	koelja	I jd	koeljem	
kolorado	0	kolorada	I jd	koloradom	
kolumbo	0	kolumba	D/L jd	kolumbu	
kolumbo	0	kolumba	I jd	kolumbom	
konačenje	0	konačenja	D/L jd	konačenju	
konačenje	0	konačenja	I jd	konačenjem	
konobarisanje	0	konobarisanja	D/L jd	konobarisanju	
konobarisanje	0	konobarisanja	I jd	konobarisanjem	
kontrastiranje	0	kontrastiranja	D/L jd	kontrastiranju	
kristalizovanje	0	kristalizovanja	D/L jd	kristalizovanju	
kristalizovanje	0	kristalizovanja	I jd	kristalizovanjem	
krivoverje	0	krivoverja	D/L jd	krivoverju	
krivoverje	0	krivoverja	I jd	krivoverjem	
krpljenje	0	krpljenja	I jd	krpljenjem	
kućenje	0	kućenja	I jd	kućenjem	
ladino	0	ladina	D/L jd	ladinu	
ladino	0	ladina	I jd	ladinom	
lakomstvo	0	lakomstva	D/L jd	lakomstvu	
lebane	0	lebana	I jd	lebanem	
linčovanje	0	linčovanja	I jd	linčovanjem	
lipsavanje	0	lipsavanja	D/L jd	lipsavanju	
lipsavanje	0	lipsavanja	I jd	lipsavanjem	
ljepilo	0	ljepila	D/L jd	ljepilu	
ljepilo	0	ljepila	I jd	ljepilom	
lordstvo	0	lordstva	D/L jd	lordstvu	
lordstvo	0	lordstva	I jd	lordstvom	
maroko	0	maroka	I jd	marokom	
marvinče	0	marvinčeta	D/L jd	marvinčetu	proširena osnova
marvinče	0	marvinčeta	I jd	marvinčetom	proširena osnova
maštanije	0	maštanija	D/L jd	maštaniju	
maštanije	0	maštanija	I jd	maštanijem	
mefisto	0	mefista	D/L jd	mefistu	
mefisto	0	mefista	I jd	mefistom	
merdare	0	merdara	I jd	merdarem	
mesečarenje	0	mesečarenja	D/L jd	mesečarenju	
mesečarenje	0	mesečarenja	I jd	mesečarenjem	
mesojeđe	0	mesojeđa	D/L jd	mesojeđu	
mesojeđe	0	mesojeđa	I jd	mesojeđem	
minare	0	minara	D/L jd	minaru	
minare	0	minara	I jd	minarem	
mićenje	0	mićenja	D/L jd	mićenju	
mićenje	0	mićenja	I jd	mićenjem	
mobilisanje	0	mobilisanja	I jd	mobilisanjem	
mogućstvo	0	mogućstva	I jd	mogućstvom	
moralisanje	0	moralisanja	D/L jd	moralisanju	
moralisanje	0	moralisanja	I jd	moralisanjem	
mržnjenje	0	mržnjenja	D/L jd	mržnjenju	
mržnjenje	0	mržnjenja	I jd	mržnjenjem	
mućenje	0	mućenja	D/L jd	mućenju	
nadevanje	0	nadevanja	D/L jd	nadevanju	
nadolaženje	0	nadolaženja	D/L jd	nadolaženju	
najedanje	0	najedanja	D/L jd	najedanju	
najedanje	0	najedanja	I jd	najedanjem	
nalivanje	0	nalivanja	D/L jd	nalivanju	
nalivanje	0	nalivanja	I jd	nalivanjem	
napijanje	0	napijanja	D/L jd	napijanju	
napijanje	0	napijanja	I jd	napijanjem	
naseljenje	0	naseljenja	D/L jd	naseljenju	
naseljenje	0	naseljenja	I jd	naseljenjem	
naturanje	0	naturanja	D/L jd	naturanju	
naturanje	0	naturanja	I jd	naturanjem	
nazime	0	nazimeta	D/L jd	nazimetu	proširena osnova
nazime	0	nazimeta	I jd	nazimetom	proširena osnova
neigranje	0	neigranja	D/L jd	neigranju	
neimarstvo	0	neimarstva	D/L jd	neimarstvu	
neimarstvo	0	neimarstva	I jd	neimarstvom	
neiznošenje	0	neiznošenja	D/L jd	neiznošenju	
neiznošenje	0	neiznošenja	I jd	neiznošenjem	
nekupanje	0	nekupanja	D/L jd	nekupanju	
nekupanje	0	nekupanja	I jd	nekupanjem	
nenadanje	0	nenadanja	D/L jd	nenadanju	
nenadanje	0	nenadanja	I jd	nenadanjem	
neobraćanje	0	neobraćanja	D/L jd	neobraćanju	
neobraćanje	0	neobraćanja	I jd	neobraćanjem	
nepamćenje	0	nepamćenja	D/L jd	nepamćenju	
nepamćenje	0	nepamćenja	I jd	nepamćenjem	
nevesinje	0	nevesinja	I jd	nevesinjem	
neviđenje	0	neviđenja	D/L jd	neviđenju	
neviđenje	0	neviđenja	I jd	neviđenjem	
neželjenje	0	neželjenja	I jd	neželjenjem	
njegovanje	0	njegovanja	I jd	njegovanjem	
obaziranje	0	obaziranja	D/L jd	obaziranju	
obaziranje	0	obaziranja	I jd	obaziranjem	
odelce	0	odelca	D/L jd	odelcu	
odelce	0	odelca	I jd	odelcem	
odeljivanje	0	odeljivanja	D/L jd	odeljivanju	
odeljivanje	0	odeljivanja	I jd	odeljivanjem	
odrešenje	0	odrešenja	I jd	odrešenjem	
odronjavanje	0	odronjavanja	D/L jd	odronjavanju	
odronjavanje	0	odronjavanja	I jd	odronjavanjem	
oduživanje	0	oduživanja	D/L jd	oduživanju	
oduživanje	0	oduživanja	I jd	oduživanjem	
ohajo	0	ohaja	D/L jd	ohaju	
ohajo	0	ohaja	I jd	ohajem	
okapanje	0	okapanja	D/L jd	okapanju	
okapanje	0	okapanja	I jd	okapanjem	
okolišenje	0	okolišenja	D/L jd	okolišenju	
okolišenje	0	okolišenja	I jd	okolišenjem	
onesvešćivanje	0	onesvešćivanja	D/L jd	onesvešćivanju	
onesvešćivanje	0	onesvešćivanja	I jd	onesvešćivanjem	
opanjkavanje	0	opanjkavanja	D/L jd	opanjkavanju	
opanjkavanje	0	opanjkavanja	I jd	opanjkavanjem	
opevanje	0	opevanja	D/L jd	opevanju	
opkoračenje	0	opkoračenja	D/L jd	opkoračenju	
opkoračenje	0	opkoračenja	I jd	opkoračenjem	
opovo	0	opova	I jd	opovom	
optiranje	0	optiranja	D/L jd	optiranju	
optiranje	0	optiranja	I jd	optiranjem	
opčinjavanje	0	opčinjavanja	D/L jd	opčinjavanju	
opčinjavanje	0	opčinjavanja	I jd	opčinjavanjem	
opšivanje	0	opšivanja	D/L jd	opšivanju	
orašje	0	orašja	I jd	orašjem	
orlando	0	orlanda	D/L jd	orlandu	
orlando	0	orlanda	I jd	orlandom	
orođavanje	0	orođavanja	I jd	orođavanjem	
oružanje	0	oružanja	D/L jd	oružanju	
oružanje	0	oružanja	I jd	oružanjem	
osamljenje	0	osamljenja	I jd	osamljenjem	
osamljivanje	0	osamljivanja	I jd	osamljivanjem	
oscilovanje	0	oscilovanja	D/L jd	oscilovanju	
oscilovanje	0	oscilovanja	I jd	oscilovanjem	
osramoćenje	0	osramoćenja	D/L jd	osramoćenju	
osramoćenje	0	osramoćenja	I jd	osramoćenjem	
ostrvlje	0	ostrvlja	D/L jd	ostrvlju	
ostrvlje	0	ostrvlja	I jd	ostrvljem	
otaljavanje	0	otaljavanja	D/L jd	otaljavanju	
otaljavanje	0	otaljavanja	I jd	otaljavanjem	
otačastvo	0	otačastva	I jd	otačastvom	
otečestvo	0	otečestva	I jd	otečestvom	
ovenčavanje	0	ovenčavanja	D/L jd	ovenčavanju	
ovenčavanje	0	ovenčavanja	I jd	ovenčavanjem	
ovlaštenje	0	ovlaštenja	D/L jd	ovlaštenju	
ovlaštenje	0	ovlaštenja	I jd	ovlaštenjem	
ozarenje	0	ozarenja	D/L jd	ozarenju	
ozarenje	0	ozarenja	I jd	ozarenjem	
ozvučavanje	0	ozvučavanja	D/L jd	ozvučavanju	
ozvučavanje	0	ozvučavanja	I jd	ozvučavanjem	
očaravanje	0	očaravanja	D/L jd	očaravanju	
očaravanje	0	očaravanja	I jd	očaravanjem	
oživljenje	0	oživljenja	I jd	oživljenjem	
palermo	0	palerma	I jd	palermom	
palidrvce	0	palidrvca	D/L jd	palidrvcu	
palidrvce	0	palidrvca	I jd	palidrvcem	
paženje	0	paženja	I jd	paženjem	
pendže	0	pendžeta	D/L jd	pendžetu	proširena osnova
pendže	0	pendžeta	I jd	pendžetom	proširena osnova
perikle	0	perikla	D/L jd	periklu	
perikle	0	perikla	I jd	periklem	
pesničenje	0	pesničenja	I jd	pesničenjem	
petoknjižje	0	petoknjižja	D/L jd	petoknjižju	
petoknjižje	0	petoknjižja	I jd	petoknjižjem	
pikaso	0	pikasa	I jd	pikasom	
pitanjce	0	pitanjca	D/L jd	pitanjcu	
pitanjce	0	pitanjca	I jd	pitanjcem	
pješaštvo	0	pješaštva	D/L jd	pješaštvu	
pješaštvo	0	pješaštva	I jd	pješaštvom	
plandište	0	plandišta	I jd	plandištem	
podgrađe	0	podgrađa	I jd	podgrađem	
podosoje	0	podosoja	I jd	podosojem	
podujevo	0	podujeva	I jd	podujevom	
pogrebenje	0	pogrebenja	I jd	pogrebenjem	
pohovanje	0	pohovanja	D/L jd	pohovanju	
pohovanje	0	pohovanja	I jd	pohovanjem	
pokućanstvo	0	pokućanstva	D/L jd	pokućanstvu	
pokućanstvo	0	pokućanstva	I jd	pokućanstvom	
polibije	0	polibija	D/L jd	polibiju	
polibije	0	polibija	I jd	polibijem	
polimlje	0	polimlja	I jd	polimljem	
polivanje	0	polivanja	D/L jd	polivanju	
polivanje	0	polivanja	I jd	polivanjem	
položenje	0	položenja	I jd	položenjem	
polugođe	0	polugođa	I jd	polugođem	
pomazivanje	0	pomazivanja	D/L jd	pomazivanju	
pomazivanje	0	pomazivanja	I jd	pomazivanjem	
ponošenje	0	ponošenja	D/L jd	ponošenju	
ponošenje	0	ponošenja	I jd	ponošenjem	
porobljenje	0	porobljenja	D/L jd	porobljenju	
portoriko	0	portorika	I jd	portorikom	
poruganje	0	poruganja	D/L jd	poruganju	
poruganje	0	poruganja	I jd	poruganjem	
posečenje	0	posečenja	I jd	posečenjem	
posramljenje	0	posramljenja	I jd	posramljenjem	
postponiranje	0	postponiranja	D/L jd	postponiranju	
postponiranje	0	postponiranja	I jd	postponiranjem	
postradanje	0	postradanja	I jd	postradanjem	
potisje	0	potisja	I jd	potisjem	
poturanje	0	poturanja	D/L jd	poturanju	
povinovanje	0	povinovanja	I jd	povinovanjem	
povlašćenje	0	povlašćenja	D/L jd	povlašćenju	
povlašćivanje	0	povlašćivanja	D/L jd	povlašćivanju	
povlašćivanje	0	povlašćivanja	I jd	povlašćivanjem	
pozorje	0	pozorja	I jd	pozorjem	
predjelo	0	predjela	D/L jd	predjelu	
predloženje	0	predloženja	I jd	predloženjem	
predviđenje	0	predviđenja	D/L jd	predviđenju	
predviđenje	0	predviđenja	I jd	predviđenjem	
preganjanje	0	preganjanja	D/L jd	preganjanju	
pregrešenje	0	pregrešenja	D/L jd	pregrešenju	
pregrešenje	0	pregrešenja	I jd	pregrešenjem	
prejemstvo	0	prejemstva	I jd	prejemstvom	
prekraćenje	0	prekraćenja	D/L jd	prekraćenju	
prekraćenje	0	prekraćenja	I jd	prekraćenjem	
preobraćanje	0	preobraćanja	D/L jd	preobraćanju	
preobraćanje	0	preobraćanja	I jd	preobraćanjem	
preoravanje	0	preoravanja	D/L jd	preoravanju	
preoravanje	0	preoravanja	I jd	preoravanjem	
prepadanje	0	prepadanja	D/L jd	prepadanju	
prepadanje	0	prepadanja	I jd	prepadanjem	
preslovljavanje	0	preslovljavanja	D/L jd	preslovljavanju	
preslovljavanje	0	preslovljavanja	I jd	preslovljavanjem	
prestolje	0	prestolja	D/L jd	prestolju	
prestolje	0	prestolja	I jd	prestoljem	
prestupanje	0	prestupanja	I jd	prestupanjem	
preturanje	0	preturanja	D/L jd	preturanju	
preturanje	0	preturanja	I jd	preturanjem	
preševo	0	preševa	I jd	preševom	
približenje	0	približenja	I jd	približenjem	
priključenije	0	priključenija	D/L jd	priključeniju	
priključenije	0	priključenija	I jd	priključenijem	
primirenje	0	primirenja	I jd	primirenjem	
priopštenje	0	priopštenja	I jd	priopštenjem	
privoljenje	0	privoljenja	D/L jd	privoljenju	
privoljenje	0	privoljenja	I jd	privoljenjem	
prizemljenje	0	prizemljenja	I jd	prizemljenjem	
prle	0	prleta	D/L jd	prletu	proširena osnova
prle	0	prleta	I jd	prletom	proširena osnova
prokuplje	0	prokuplja	I jd	prokupljem	
prolivanje	0	prolivanja	D/L jd	prolivanju	
proljeće	0	proljeća	I jd	proljećem	
prozorče	0	prozorčeta	D/L jd	prozorčetu	proširena osnova
prozorče	0	prozorčeta	I jd	prozorčetom	proširena osnova
puckaranje	0	puckaranja	D/L jd	puckaranju	
puckaranje	0	puckaranja	I jd	puckaranjem	
punomoćstvo	0	punomoćstva	I jd	punomoćstvom	
raklje	0	raklja	D/L jd	raklju	
raklje	0	raklja	I jd	rakljem	
rambo	0	ramba	D/L jd	rambu	
rambo	0	ramba	I jd	rambom	
raspakivanje	0	raspakivanja	D/L jd	raspakivanju	
raspuće	0	raspuća	I jd	raspućem	
rasvetljenje	0	rasvetljenja	D/L jd	rasvetljenju	
rasvetljenje	0	rasvetljenja	I jd	rasvetljenjem	
razlivanje	0	razlivanja	D/L jd	razlivanju	
razlivanje	0	razlivanja	I jd	razlivanjem	
razrastanje	0	razrastanja	I jd	razrastanjem	
razuđivanje	0	razuđivanja	D/L jd	razuđivanju	
razuđivanje	0	razuđivanja	I jd	razuđivanjem	
redigovanje	0	redigovanja	I jd	redigovanjem	
restaurisanje	0	restaurisanja	D/L jd	restaurisanju	
restaurisanje	0	restaurisanja	I jd	restaurisanjem	
revnovanje	0	revnovanja	I jd	revnovanjem	
ribarče	0	ribarčeta	D/L jd	ribarčetu	proširena osnova
ribarče	0	ribarčeta	I jd	ribarčetom	proširena osnova
rizikovanje	0	rizikovanja	D/L jd	rizikovanju	
rizikovanje	0	rizikovanja	I jd	rizikovanjem	
rogulje	0	rogulja	D/L jd	rogulju	
rogulje	0	rogulja	I jd	roguljem	
ruženje	0	ruženja	D/L jd	ruženju	
sagledanje	0	sagledanja	D/L jd	sagledanju	
sagledanje	0	sagledanja	I jd	sagledanjem	
samoodržavanje	0	samoodržavanja	D/L jd	samoodržavanju	
samoodržavanje	0	samoodržavanja	I jd	samoodržavanjem	
samoočuvanje	0	samoočuvanja	I jd	samoočuvanjem	
samosažaljenje	0	samosažaljenja	I jd	samosažaljenjem	
samožaljenje	0	samožaljenja	D/L jd	samožaljenju	
samožaljenje	0	samožaljenja	I jd	samožaljenjem	
santjago	0	santjaga	I jd	santjagom	
sasecanje	0	sasecanja	D/L jd	sasecanju	
sasecanje	0	sasecanja	I jd	sasecanjem	
sektašenje	0	sektašenja	D/L jd	sektašenju	
sektašenje	0	sektašenja	I jd	sektašenjem	
sevojno	0	sevojna	D/L jd	sevojnu	
sevojno	0	sevojna	I jd	sevojnom	
sirogojno	0	sirogojna	I jd	sirogojnom	
sirotovanje	0	sirotovanja	D/L jd	sirotovanju	
sirotovanje	0	sirotovanja	I jd	sirotovanjem	
sjedinjavanje	0	sjedinjavanja	I jd	sjedinjavanjem	
skončanje	0	skončanja	I jd	skončanjem	
sledstvo	0	sledstva	D/L jd	sledstvu	
sledstvo	0	sledstva	I jd	sledstvom	
smućivanje	0	smućivanja	D/L jd	smućivanju	
smućivanje	0	smućivanja	I jd	smućivanjem	
snevanje	0	snevanja	I jd	snevanjem	
snješko	0	snješka	D/L jd	snješku	
snješko	0	snješka	I jd	snješkom	
sobranje	0	sobranja	I jd	sobranjem	
sokoćalo	0	sokoćala	D/L jd	sokoćalu	
spasenije	0	spasenija	D/L jd	spaseniju	
spasenije	0	spasenija	I jd	spasenijem	
spelovanje	0	spelovanja	I jd	spelovanjem	
spiranje	0	spiranja	I jd	spiranjem	
srculence	0	srculenca	D/L jd	srculencu	
srculence	0	srculenca	I jd	srculencem	
sredozemlje	0	sredozemlja	I jd	sredozemljem	
sretenje	0	sretenja	D/L jd	sretenju	
sretenje	0	sretenja	I jd	sretenjem	
srubljivanje	0	srubljivanja	D/L jd	srubljivanju	
srubljivanje	0	srubljivanja	I jd	srubljivanjem	
stepenovanje	0	stepenovanja	D/L jd	stepenovanju	
stepenovanje	0	stepenovanja	I jd	stepenovanjem	
stražilovo	0	stražilova	I jd	stražilovom	
stvorenjce	0	stvorenjca	D/L jd	stvorenjcu	
stvorenjce	0	stvorenjca	I jd	stvorenjcem	
superauto	0	superauta	D/L jd	superautu	
superauto	0	superauta	I jd	superautom	
survavanje	0	survavanja	D/L jd	survavanju	
svadbovanje	0	svadbovanja	D/L jd	svadbovanju	
svadbovanje	0	svadbovanja	I jd	svadbovanjem	
svetovanje	0	svetovanja	D/L jd	svetovanju	
svetovanje	0	svetovanja	I jd	svetovanjem	
svojeumlje	0	svojeumlja	D/L jd	svojeumlju	
tabanje	0	tabanja	D/L jd	tabanju	
tabanje	0	tabanja	I jd	tabanjem	
tandrkanje	0	tandrkanja	D/L jd	tandrkanju	
tandrkanje	0	tandrkanja	I jd	tandrkanjem	
tipovanje	0	tipovanja	D/L jd	tipovanju	
tipovanje	0	tipovanja	I jd	tipovanjem	
tištanje	0	tištanja	D/L jd	tištanju	
tištanje	0	tištanja	I jd	tištanjem	
toronto	0	toronta	I jd	torontom	
trtljanje	0	trtljanja	D/L jd	trtljanju	
trtljanje	0	trtljanja	I jd	trtljanjem	
tucanje	0	tucanja	D/L jd	tucanju	
tucanje	0	tucanja	I jd	tucanjem	
ugljevlje	0	ugljevlja	I jd	ugljevljem	
uknjižavanje	0	uknjižavanja	D/L jd	uknjižavanju	
uknjižavanje	0	uknjižavanja	I jd	uknjižavanjem	
ulivanje	0	ulivanja	D/L jd	ulivanju	
ulubljenje	0	ulubljenja	D/L jd	ulubljenju	
ulubljenje	0	ulubljenja	I jd	ulubljenjem	
umlje	0	umlja	D/L jd	umlju	
umlje	0	umlja	I jd	umljem	
umoljavanje	0	umoljavanja	D/L jd	umoljavanju	
umoljavanje	0	umoljavanja	I jd	umoljavanjem	
unesko	0	uneska	I jd	uneskom	
uniženje	0	uniženja	D/L jd	uniženju	
uokviravanje	0	uokviravanja	D/L jd	uokviravanju	
uprezanje	0	uprezanja	I jd	uprezanjem	
upucavanje	0	upucavanja	D/L jd	upucavanju	
upucavanje	0	upucavanja	I jd	upucavanjem	
usamljivanje	0	usamljivanja	I jd	usamljivanjem	
uslojavanje	0	uslojavanja	D/L jd	uslojavanju	
uslojavanje	0	uslojavanja	I jd	uslojavanjem	
uspenije	0	uspenija	D/L jd	uspeniju	
uspenije	0	uspenija	I jd	uspenijem	
utoljavanje	0	utoljavanja	I jd	utoljavanjem	
uvaženje	0	uvaženja	D/L jd	uvaženju	
uziđivanje	0	uziđivanja	D/L jd	uziđivanju	
uziđivanje	0	uziđivanja	I jd	uziđivanjem	
ućutkivanje	0	ućutkivanja	D/L jd	ućutkivanju	
ućutkivanje	0	ućutkivanja	I jd	ućutkivanjem	
valjevo	0	valjeva	I jd	valjevom	
varakanje	0	varakanja	D/L jd	varakanju	
varakanje	0	varakanja	I jd	varakanjem	
vaskresenje	0	vaskresenja	I jd	vaskresenjem	
vavedenje	0	vavedenja	I jd	vavedenjem	
vazalstvo	0	vazalstva	D/L jd	vazalstvu	
velegošće	0	velegošća	I jd	velegošćem	
vetrilo	0	vetrila	D/L jd	vetrilu	
vetrilo	0	vetrila	I jd	vetrilom	
visokoumlje	0	visokoumlja	I jd	visokoumljem	
vlasotince	0	vlasotinca	I jd	vlasotincem	
vozikanje	0	vozikanja	D/L jd	vozikanju	
vozikanje	0	vozikanja	I jd	vozikanjem	
